platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,Ng,Africa,en,Sports,#FYP,Skincare routine for Budget,NoahOfficial,original,Drumline,7,22,612347,32509,4762,3859,4013,0.073721,seasonal,TikTok Creative Center,facecam,Android,23,Beauty,5,Short,122469.4,940,0.007777,0.006302,0.006553,34.54729,Wednesday,Night,Regular,"skincare, makeup, beauty",Thanks for this!,89534.9,Mid,Winter,2/12/2025,2025-02,Makeup Basics You Need,22,0,12.7,0.577,Pixel,ForYou,0,0891e7786fae1efdd600680476d35219,45143,0.053089,0.001535,73.721,0.05308918,0.007776636,0.006301982
YouTube,Ma,Africa,ar,Travel,#Comedy,If 2025 was honest,Noah,licensed,Waves & bells,7,48,638548,18868,2754,1270,1663,0.038454,seasonal,TikTok Creative Center,subtitles,Android,17,Comedy,16,Medium,39909.25,2284,0.004313,0.001989,0.002604,8.25733,Saturday,Evening,Regular,"funny, comedy, sketch, relatable",ØªØ­ÙØ© Ø¨ØµØ±Ø§Ø­Ø©!,95866.1,Mid,Fall,2/15/2025,2025-02,When your friend is Budget,26,0,27.4,0.571,iPhone,Suggested,1,2e1f50a85ffc5659f3db51ac726341b6,24555,0.029548,0.003577,38.454,0.029548288,0.00431291,0.001988887
YouTube,Kr,Asia,ko,Fashion,#Motivation,Weekly Reset â€” Productivity,TVHassan,original,Runway loop,7,29,881417,50125,5198,6096,3232,0.073349,declining,TikTok Creative Center,b-roll heavy,Android,18,Education,30,Evergreen,29380.57,6510,0.005897,0.006916,0.003667,7.69851,Saturday,Evening,HolidaySeason,"learn, notes, tips",This is fire ðŸ”¥,90840.6,Mid,Winter,2/15/2025,2025-02,How I Take Notes for Beginners,30,0,17.7,0.61,Samsung,External,1,19c38969a3bd3a7df59363426c4dca3b,64651,0.056869,0.007386,73.349,0.056868656,0.005897322,0.006916136
TikTok,Fr,Europe,fr,Lifestyle,#Pets,Morning Routine â€” Beginners,InsideVision,original,Morning vibe,7,24,930797,72226,9421,5618,4592,0.098686,stable,Open Web Samples,emoji overlays,Android,14,Pets,18,Medium,51710.94,780,0.010121,0.006036,0.004933,92.478873,Friday,Afternoon,Regular,"cute, cats, dogs, pets",Incroyable !,96533.9,Mid,Spring,2/14/2025,2025-02,Dog fails you canâ€™t miss,24,0,17.8,0.742,iPhone,ForYou,1,cf02de02a03f9f2b100eb59d1b7b222a,91857,0.077596,0.000838,98.686,0.077595867,0.010121434,0.006035688
TikTok,Ke,Africa,sw,Finance,#FYP,Morning Routine â€” 2025,DrYuki,original,Subtle groove,7,28,531126,23323,3702,2373,3718,0.062351,declining,TikTok Creative Center,storytime,Android,18,Dance,3,Short,177042,287,0.00697,0.004468,0.007,80.982639,Saturday,Evening,BackToSchool,"music, challenge, dance, trend",Canâ€™t stop watching ðŸ˜‚,95337.6,Mid,Fall,2/15/2025,2025-02,Dance With Me â€” Summer ðŸŽµ,24,1,18.4,0.657,Other,Search,1,9a4869226078ea36ca50b54e7eefd157,33116,0.043912,0.00054,62.351,0.043912367,0.006970097,0.004467866
TikTok,Gb,Europe,en,Lifestyle,#Sports,Night Routine â€” Summer,YoussefVlogs,trending,Chill guitar,7,19,536684,27022,4179,3371,1819,0.067807,seasonal,Public Reports,fast captions,Android,20,Sports,5,Short,107336.8,407,0.007787,0.006281,0.003389,66.230392,Saturday,Evening,Regular,"gym, football, sports, workout",Canâ€™t stop watching ðŸ˜‚,101377.8,Mid,Fall,2/15/2025,2025-02,Workout you canâ€™t skip ðŸ’ª,24,1,12.4,0.653,Samsung,ForYou,1,52714915814c4fb0961f9d47a9598f9b,36391,0.05035,0.000758,67.807,0.050349927,0.007786705,0.006281164
YouTube,Id,Asia,id,Gaming,#FYP,My Favorite 2025 Apps,JiwooShorts,original,Trap beat,7,37,609573,30978,2840,2090,2068,0.062299,rising,TikTok Creative Center,jumpcut edits,Android,16,Tech,8,Medium,76196.62,2845,0.004659,0.003429,0.003393,10.884751,Sunday,Afternoon,Regular,"apps, tutorial, ai",Canâ€™t stop watching ðŸ˜‚,101576.1,Mid,Fall,2/16/2025,2025-02,My Favorite College Apps ðŸ§ ,26,1,26.1,0.705,Samsung,Suggested,1,cea516b87ec7cebbf67b2f1b868f494f,37976,0.050819,0.004667,62.299,0.05081918,0.004658999,0.00342863
TikTok,De,Europe,de,DIY,#FYP,EA FC 25 â€” Insane Highlights!,PrimeLabs,original,Tape measure click,7,63,813893,54740,7314,3634,3457,0.084956,stable,Open Web Samples,fast captions,Android,15,Gaming,6,Short,135648.83,1038,0.008986,0.004465,0.004247,52.685274,Tuesday,Afternoon,SummerBreak,"highlights, clips, fps, gaming, valorant",Thanks for this!,103134.2,Mid,Summer,2/11/2025,2025-02,Best Settings for Valorant ðŸ–ï¸,29,1,39.2,0.622,Samsung,ForYou,0,1dc2e7d6af927133f7de08f1ade0c5ee,69145,0.067257,0.001275,84.956,0.067256998,0.008986439,0.00446496
TikTok,Ca,North America,en,Music,#FYP,When your friend is Summer,DiegoPro,original,LoFi loop,7,42,624714,20716,2241,2127,4098,0.046713,declining,Open Web Samples,text-to-speech,Android,18,Comedy,17,Medium,36747.88,831,0.003587,0.003405,0.00656,24.899038,Saturday,Evening,Regular,"funny, sketch, relatable",Instant like!,108537.2,Mid,Spring,2/15/2025,2025-02,When your friend is College âš½,29,1,29.4,0.7,Samsung,External,1,43c080b480227fcec960a2b614a14717,29182,0.033161,0.00133,46.713,0.033160774,0.003587242,0.003404758
TikTok,Kr,Asia,ko,Gaming,#FYP,5-Minute Ramen,DailyVlogsJiwoo,original,Trap beat,7,32,684869,40276,3960,3181,2495,0.072878,seasonal,TikTok Creative Center,storytime,Android,19,Food,3,Short,228289.67,1425,0.005782,0.004645,0.003643,28.244039,Sunday,Evening,SummerBreak,"fast, street food, kitchen",This is fire ðŸ”¥,97490.1,Mid,Summer,2/16/2025,2025-02,5-Minute Kunafa âš½,17,1,23.1,0.722,iPhone,ForYou,1,dcdf03f2e421ca8c582db2a42951f18c,49912,0.058808,0.002081,72.878,0.058808327,0.005782128,0.004644684
YouTube,Ng,Africa,en,Education,#Lifestyle,Night Routine â€” Beginners,MasterHassan,trending,Calm piano,7,35,522850,13292,1794,1647,1810,0.035465,declining,TikTok Creative Center,meme template,Android,10,Lifestyle,48,Evergreen,10892.71,854,0.003431,0.00315,0.003462,15.546199,Wednesday,Morning,Regular,"daily, routine, motivation",Thanks for this!,114885,Mid,Spring,2/12/2025,2025-02,Night Routine â€” Budget,22,0,20.7,0.591,Xiaomi,Search,0,20848ab2c2e43328a4bb75e638e00843,18543,0.025422,0.001633,35.465,0.025422205,0.003431194,0.003150043
YouTube,Nl,Europe,nl,Travel,#DogTok,Weekly Reset â€” College,YukiShorts,trending,Backpack beat,7,30,1152186,45910,7493,3754,6415,0.055175,rising,Open Web Samples,hook in 2s,Android,7,Pets,22,Evergreen,52372.09,6687,0.006503,0.003258,0.005568,6.864533,Friday,Morning,SummerBreak,"cute, pets, dogs",So underrated!,119864.1,Mid,Summer,2/14/2025,2025-02,Dog fails you canâ€™t miss,24,0,19.1,0.637,Samsung,Home,1,3cf153de3dfbf730ca2076fe7e92f422,63572,0.039846,0.005804,55.175,0.039845997,0.00650329,0.003258154
TikTok,Ph,Asia,tl,Music,#HiddenGems,24 Hours in Cairo,VividLabs,licensed,Indie beat,8,23,634882,55362,5735,4729,3464,0.109138,rising,TikTok Creative Center,split-screen,iOS,1,Travel,3,Short,211627.33,1830,0.009033,0.007449,0.005456,30.235937,Thursday,Night,Regular,"hidden gems, food tour, vlog, guide, travel",Instant like!,104933.1,Mid,Spring,2/20/2025,2025-02,24 Hours in Dubai âœ¨,19,1,16.1,0.7,Xiaomi,ForYou,0,5fe97aaa3135fa84ff88fe29274deeb0,69290,0.0872,0.002882,109.138,0.087200456,0.009033175,0.007448628
TikTok,Pl,Europe,pl,Sports,#FYP,Makeup basics you need,NextLabs,original,Adrenaline synth,8,25,864415,76405,9366,8905,4983,0.115291,seasonal,TikTok Creative Center,split-screen,Web,20,Beauty,38,Evergreen,22747.76,2644,0.010835,0.010302,0.005765,28.886578,Friday,Evening,Regular,"makeup, grwm, skincare, beauty, tips",This is fire ðŸ”¥,104175.6,Mid,Spring,2/21/2025,2025-02,GRWM â€” Bold Look âœ¨ ðŸ˜‚,20,1,17.6,0.704,Desktop,ForYou,1,ee07b9857bd55da0c1485658b916009b,99659,0.088389,0.003059,115.291,0.088389257,0.010835073,0.010301765
YouTube,Ph,Asia,tl,Art,#DogTok,Night Routine â€” College,VividWorks,original,Paint stroke ASMR,8,21,3037808,148715,10194,11510,8969,0.059052,seasonal,TikTok Creative Center,subtitles,Android,12,Pets,46,Evergreen,66039.3,5767,0.003356,0.003789,0.002952,25.782767,Tuesday,Afternoon,Regular,"pets, cute, dogs",This is fire ðŸ”¥,129372.5,Mid,Winter,2/18/2025,2025-02,Cutest moments today,20,0,13.8,0.657,Xiaomi,Search,0,45daa86ec2d53ddec71f575b92625d80,179388,0.048955,0.001898,59.052,0.048954707,0.003355709,0.003788916
YouTube,Ke,Africa,sw,News,#FYP,Build This in 10 Minutes,DrAmr,original,Ticker bed,8,61,500912,13685,1346,868,1351,0.034437,rising,TikTok Creative Center,subtitles,iOS,22,Tech,41,Evergreen,12217.37,916,0.002687,0.001733,0.002697,14.923664,Sunday,Evening,BackToSchool,"tech, tutorial, apps, ai, tools",So underrated!,134127,Mid,Fall,2/23/2025,2025-02,My Favorite Productivity Apps,29,0,33.5,0.549,iPhone,Home,1,d45a4f7bb3341c54979d2789ce8d5136,17250,0.02732,0.001829,34.437,0.027320168,0.002687099,0.001732839
TikTok,Se,Europe,sv,Art,#Esports,New Patch Tips for GTA V,UrbanVision,original,Indie brush,8,32,1228615,49661,7884,6502,3773,0.0552,declining,TikTok Creative Center,hook in 2s,iOS,18,Gaming,56,Evergreen,21939.55,1005,0.006417,0.005292,0.003071,49.364811,Sunday,Evening,Regular,"valorant, highlights, gaming, esports",Thanks for this!,120866.4,Mid,Winter,2/23/2025,2025-02,Best Settings for Minecraft,27,0,23.2,0.725,Oppo,ForYou,1,58d32583fe10567ac8ee56df32bb0602,67820,0.04042,0.000818,55.2,0.040420311,0.006416982,0.005292138
TikTok,Ru,Europe,ru,Comedy,#FYP,If Summer was honest,GamingWithEmily,licensed,Quirky jingle,8,26,876836,85471,7230,9633,5386,0.122851,stable,Public Reports,meme template,Android,18,Comedy,9,Medium,97426.22,536,0.008246,0.010986,0.006143,159.163873,Tuesday,Evening,Regular,"sketch, funny, comedy, relatable",Instant like!,115427,Mid,Fall,2/18/2025,2025-02,If Budget was honest ðŸŽµ,22,1,16.5,0.635,iPhone,Following,0,ea57d8ba5c4b513749c239ac3869fd14,107720,0.097477,0.000611,122.851,0.097476609,0.008245556,0.010986091
YouTube,Se,Europe,sv,Finance,#Tech,My Favorite Productivity Apps,SofiaPro,licensed,Ticker tick,8,30,593910,25402,1956,2685,2299,0.054456,rising,TikTok Creative Center,storytime,Web,11,Tech,4,Short,148477.5,3631,0.003293,0.004521,0.003871,6.993943,Saturday,Morning,Regular,"tools, tutorial, tech",Instant like!,93389,Mid,Fall,2/22/2025,2025-02,My Favorite Productivity Apps,29,0,18.5,0.617,Desktop,External,1,e1657d01aa749153d777b799476f62d3,32342,0.042771,0.006114,54.456,0.04277079,0.003293428,0.004520887
YouTube,Mx,North America,es,Science,#Music,Underrated artists you need to hear,SofiaVlogs,original,Microscope hum,8,38,945595,21491,2487,2398,1613,0.029599,declining,TikTok Creative Center,meme template,iOS,23,Music,6,Short,157599.17,2712,0.00263,0.002536,0.001706,7.921489,Friday,Night,SummerBreak,"beat, music, song, cover",Â¡IncreÃ­ble!,97585.7,Mid,Summer,2/21/2025,2025-02,Underrated artists to hear,26,0,17.5,0.461,Samsung,Search,1,65e4a8fc69e9eee45d64b5d20de84918,27989,0.022727,0.002868,29.599,0.022727489,0.00263009,0.002535969
TikTok,Gb,Europe,en,Tech,#StudyWithMe,Weekly Reset â€” Summer,MayaYT,original,Futurist pad,8,25,906201,52330,5902,6324,3397,0.074987,seasonal,TikTok Creative Center,jumpcut edits,iOS,22,Education,4,Short,226550.25,559,0.006513,0.006979,0.003749,93.446429,Saturday,Evening,SummerBreak,"study, productivity, notes",So underrated!,116096.1,Mid,Summer,2/22/2025,2025-02,How I Take Notes for Summer,27,0,18.5,0.74,iPhone,ForYou,1,659b900e48f9134ec16fe797649184bb,67953,0.057747,0.000617,74.987,0.057746571,0.006512904,0.006978584
TikTok,It,Europe,it,Music,#BookTok,Morning Routine â€” College,UrbanLabs,trending,LoFi loop,8,16,535087,41219,4353,3427,2579,0.096392,declining,Open Web Samples,b-roll heavy,Android,19,Education,21,Medium,25480.33,627,0.008135,0.006405,0.00482,65.63535,Friday,Evening,BackToSchool,"tips, notes, productivity, study, learn",This is fire ðŸ”¥,101916.4,Mid,Fall,2/21/2025,2025-02,Study With Me â€” Productivity,28,0,11,0.688,Oppo,Search,1,77a3c621a7e9e5dd6b3ea06499d6462d,51578,0.077032,0.001172,96.392,0.077032333,0.008135126,0.006404566
YouTube,Us,North America,en,Gaming,#LearnOnTikTok,Night Routine â€” Summer,AliShorts,trending,Trap beat,8,42,516367,13478,1705,1486,2488,0.0371,rising,Open Web Samples,storytime,iOS,20,Education,7,Short,73766.71,1492,0.003302,0.002878,0.004818,9.027461,Saturday,Evening,SummerBreak,"productivity, tips, study, learn, notes",So underrated!,117704,Mid,Summer,2/22/2025,2025-02,Study With Me â€” Beginners,25,0,31.1,0.74,iPhone,Home,1,f63bb99de8867039e9f17e5466859777,19157,0.026102,0.002889,37.1,0.026101591,0.003301915,0.002877798
YouTube,Ph,Asia,tl,Pets,#FYP,Outfits for Budget,StudyWithHassan,original,Cute whistle,8,25,973086,24677,1855,2766,1542,0.031693,seasonal,TikTok Creative Center,b-roll heavy,Android,13,Fashion,4,Short,243271.5,3541,0.001906,0.002843,0.001585,6.966968,Friday,Afternoon,SummerBreak,"fashion, style, ootd",This is fire ðŸ”¥,120160.2,Mid,Summer,2/21/2025,2025-02,Outfits for Minimal,19,0,17.2,0.688,Other,Home,1,c5df57a3818869725f689c56255285eb,30840,0.02536,0.003639,31.693,0.025359526,0.001906306,0.002842503
YouTube,Tr,Europe,tr,Gaming,#MorningRoutine,Morning Routine â€” College,MrJiwoo,trending,Boss fight theme,8,18,576265,22382,2092,2666,3892,0.05385,declining,TikTok Creative Center,split-screen,Android,13,Lifestyle,7,Short,82323.57,450,0.00363,0.004626,0.006754,49.627494,Tuesday,Afternoon,HolidaySeason,"routine, lifestyle, motivation",This is fire ðŸ”¥,123148.2,Mid,Winter,2/18/2025,2025-02,Weekly Reset â€” Summer,21,0,9.6,0.533,Huawei,Home,0,b2e57a6707332d8f5e8ec26335563171,31032,0.03884,0.000781,53.85,0.03883977,0.003630274,0.004626344
YouTube,Fr,Europe,fr,Art,#FYP,Night Routine â€” College,GamingWithLeila,licensed,Gallery pad,8,51,783078,31580,2304,2665,1923,0.049129,rising,TikTok Creative Center,meme template,Web,21,Pets,12,Medium,65256.5,3174,0.002942,0.003403,0.002456,9.946457,Saturday,Evening,Regular,"dogs, cats, cute",Incroyable !,115624.3,Mid,Winter,2/22/2025,2025-02,Cutest moments today,20,0,35.8,0.702,Desktop,Home,1,a529f4c2a3e366863c5471d335d0e81f,38472,0.040328,0.004053,49.129,0.040328039,0.002942236,0.003403237
YouTube,Gb,Europe,en,News,#GameClip,Best Settings for Valorant,StreetWorks,licensed,Neutral piano,8,49,965735,40064,3941,4693,2563,0.05308,declining,TikTok Creative Center,jumpcut edits,iOS,18,Gaming,6,Short,160955.83,2350,0.004081,0.00486,0.002654,17.041259,Monday,Evening,Regular,"clips, esports, valorant, gaming",Thanks for this!,98586,Mid,Winter,2/17/2025,2025-02,Pro Tips for Minecraft in 60s,29,0,22.5,0.459,iPhone,Search,0,28827344439dea54d52bafd32b238308,51261,0.041486,0.002433,53.08,0.041485501,0.00408083,0.004859511
TikTok,Se,Europe,sv,Travel,#GameClip,Best Settings for GTA V,InsideWorks,original,Backpack beat,8,26,556990,45147,3044,3572,3226,0.098725,declining,TikTok Creative Center,meme template,iOS,16,Gaming,15,Medium,37132.67,373,0.005465,0.006413,0.005792,120.713904,Saturday,Afternoon,Regular,"gaming, highlights, clips, valorant",Canâ€™t stop watching ðŸ˜‚,98432,Mid,Fall,2/22/2025,2025-02,Insane GTA V Highlights! âœ¨,26,1,13.7,0.527,Oppo,External,1,d00fd6cdb3be35a6ba5e1082f26b7e55,54989,0.081055,0.00067,98.725,0.081055315,0.005465089,0.006413042
TikTok,Ma,Africa,ar,Fashion,#OOTD,GRWM: Beginners Edition,JiwooPro,original,Aesthetic synth,8,74,830623,54563,7944,5592,6856,0.090239,stable,TikTok Creative Center,hook in 2s,Android,15,Fashion,4,Short,207655.75,2290,0.009564,0.006732,0.008254,23.816237,Saturday,Afternoon,BackToSchool,"fashion, grwm, style, ootd",Ø´Ø±Ø­ Ù…Ù…ØªØ§Ø² ðŸ‘,89206.3,Mid,Fall,2/22/2025,2025-02,GRWM: Summer Edition ðŸ˜‚,22,1,60.6,0.819,Samsung,Search,1,9da67ecf10507601cadce340d7e6b1c6,74955,0.065689,0.002757,90.239,0.065689248,0.009563906,0.006732296
TikTok,Eg,Africa,ar,Finance,#CatTok,Weekly Reset â€” Beginners,Diego,licensed,Clean corporate bed,8,20,746927,37012,4498,3269,4575,0.066076,rising,TikTok Creative Center,cinematic b-roll,Android,22,Pets,6,Short,124487.83,1663,0.006022,0.004377,0.006125,22.242788,Saturday,Evening,SummerBreak,"dogs, cute, cats, pets",Ù…Ø´ Ù‚Ø§Ø¯Ø± Ø£Ø¨Ø·Ù„ Ø§ØªÙØ±Ø¬ ðŸ˜‚,106392.4,Mid,Summer,2/22/2025,2025-02,Dog fails you canâ€™t miss ðŸŽ¯,26,1,15,0.75,Samsung,ForYou,1,0c17ce6b032570794fb4f43dd8056ccd,49354,0.049552,0.002226,66.076,0.049552366,0.006022008,0.004376599
YouTube,Es,Europe,es,News,#FYP,AI Tools You Must Try in 2025,UrbanWorks,trending,Ambient pulse,8,27,803601,30185,4008,2374,3961,0.050433,declining,TikTok Creative Center,facecam,Android,11,Tech,14,Medium,57400.07,4437,0.004988,0.002954,0.004929,6.801487,Tuesday,Morning,Regular,"tech, tools, tutorial, ai",Â¡IncreÃ­ble!,98301.3,Mid,Winter,2/18/2025,2025-02,Build This in 10 Minutes,24,0,20.2,0.748,Samsung,Home,0,e58e82d243e8d2c073c95e4f581d01e6,40528,0.037562,0.005521,50.433,0.037562173,0.00498755,0.002954202
YouTube,Kr,Asia,ko,Automotive,#Football,Morning Routine â€” Productivity,MrJames,licensed,Engine rev,8,38,566180,16342,2193,1172,1037,0.036639,rising,TikTok Creative Center,meme template,Android,19,Sports,3,Short,188726.67,2202,0.003873,0.00207,0.001832,7.418066,Friday,Evening,Regular,"gym, workout, sports",Thanks for this!,147476.9,Mid,Fall,2/21/2025,2025-02,Workout you canâ€™t skip,22,0,15.9,0.418,Samsung,Home,1,68742fc953744e8f7111c28f17cecca8,20744,0.028864,0.003889,36.639,0.028863612,0.003873327,0.002070013
TikTok,It,Europe,it,Sports,#Fashion,GRWM: 2025 Edition,CookingWithAli,licensed,Stadium chant,8,28,520065,45342,4339,4358,3809,0.111232,declining,TikTok Creative Center,greenscreen,Android,22,Fashion,33,Evergreen,15759.55,1404,0.008343,0.00838,0.007324,32.271886,Saturday,Evening,Regular,"style, ootd, fashion",Thanks for this!,132796.4,Mid,Spring,2/22/2025,2025-02,GRWM: Bold Edition,18,0,21.8,0.779,Xiaomi,Search,1,050601a224e9bc90d17f5c906c517d7f,57848,0.087185,0.0027,111.232,0.087185256,0.008343188,0.008379722
TikTok,Fr,Europe,fr,Fitness,#GRWM,Makeup basics you need,Noor,original,Hype trap,8,24,755322,73821,7384,5911,4585,0.121406,stable,TikTok Creative Center,greenscreen,Android,20,Beauty,5,Short,151064.4,1670,0.009776,0.007826,0.00607,44.177738,Friday,Evening,SummerBreak,"grwm, beauty, makeup, skincare",Je ne peux pas mâ€™arrÃªter de regarder ðŸ˜‚,115352,Mid,Summer,2/21/2025,2025-02,GRWM â€” Bold Look âœ¨,18,1,14.7,0.612,iPhone,ForYou,1,41e106de7c69c8396d9cc21928ccac8e,91701,0.097734,0.002211,121.406,0.097734476,0.009775963,0.007825801
TikTok,Fr,Europe,fr,Finance,#Gaming,Minecraft â€” Insane Highlights!,DanceWithOlivia,licensed,Ticker tick,9,26,1010027,112136,8754,15351,18121,0.15283,declining,TikTok Creative Center,storytime,Android,16,Gaming,6,Short,168337.83,4669,0.008667,0.015199,0.017941,24.011991,Thursday,Afternoon,BackToSchool,"esports, valorant, fps, gaming, clips",Merci pour le partage !,111373.7,Mid,Fall,2/27/2025,2025-02,Best Settings for GTA V ðŸŽ®,25,1,19.8,0.762,Xiaomi,ForYou,0,37094364c2e3a9970a1069a10d950380,154362,0.111023,0.004623,152.83,0.1110227746386977,0.008667095,0.015198604
TikTok,Ar,South America,es,Lifestyle,#FYP,New Patch Tips for Fortnite,MayaChannel,trending,Chill guitar,9,18,637761,27670,2746,1818,1696,0.053202,stable,Public Reports,tutorial overlay,iOS,10,Gaming,7,Short,91108.71,831,0.004306,0.002851,0.002659,33.257212,Tuesday,Morning,Regular,"gaming, fps, highlights, valorant, clips, esports",No puedo parar de mirar ðŸ˜‚,86206.8,Mid,Fall,2/25/2025,2025-02,Pro Tips for Fortnite in 60s ðŸ”,30,1,12.3,0.683,Huawei,ForYou,0,049eed820719a35800a79982a26f4042,33930,0.043386,0.001303,53.202,0.043386159,0.004305688,0.002850598
TikTok,Ru,Europe,ru,Gaming,#Travel,24 Hours in Cairo,HassanTV,trending,8bit loop,9,24,622511,54887,6270,5813,3524,0.113241,stable,TikTok Creative Center,cinematic b-roll,Android,20,Travel,7,Short,88930.14,1682,0.010072,0.009338,0.005661,32.612597,Friday,Evening,Regular,"guide, hidden gems, travel",This is fire ðŸ”¥,96403.9,Mid,Spring,2/28/2025,2025-02,Hidden Gems of Cairo ðŸŽ¯,22,1,13.7,0.571,Samsung,ForYou,1,4df565778600168c57a1da891a3a720f,70494,0.08817,0.002702,113.241,0.08817033,0.010072111,0.009337988
YouTube,Gb,Europe,en,Music,#Lifestyle,Night Routine â€” Summer,HassanYT,trending,Arabic pop,9,35,685670,20443,2219,1461,1269,0.037032,declining,TikTok Creative Center,meme template,iOS,18,Lifestyle,5,Short,137134,1810,0.003236,0.002131,0.001851,11.288239,Friday,Evening,Regular,"daily, lifestyle, motivation, routine",Canâ€™t stop watching ðŸ˜‚,88981.6,Mid,Winter,2/28/2025,2025-02,Night Routine â€” Beginners,25,0,15.7,0.449,Oppo,Suggested,1,fa5da6c0efd332c724fa23a3b4c07563,25392,0.029815,0.00264,37.032,0.029814634,0.003236251,0.002130763
TikTok,Ng,Africa,en,Lifestyle,#Dance,Weekly Reset â€” College,BeyondWorks,trending,Morning vibe,9,35,524915,37439,2977,4669,3348,0.092268,stable,TikTok Creative Center,meme template,Android,6,Dance,7,Short,74987.86,1437,0.005671,0.008895,0.006378,26.035466,Thursday,Morning,SummerBreak,"trend, dance, challenge, music",This is fire ðŸ”¥,109086.8,Mid,Summer,2/27/2025,2025-02,New Dance Challenge! ðŸ“±,22,1,26.4,0.754,Xiaomi,ForYou,0,a35fb0640c355aebcfdd6fdaa1483e07,48433,0.071324,0.002738,92.268,0.071323929,0.005671394,0.008894773
TikTok,De,Europe,de,Music,#LearnOnTikTok,Night Routine â€” Budget,BeyondMedia,trending,K-pop hook,9,35,1610408,90450,5923,7578,5938,0.068237,rising,TikTok Creative Center,fast captions,Android,15,Education,6,Short,268401.33,2726,0.003678,0.004706,0.003687,33.168317,Friday,Afternoon,Regular,"study, tips, learn, productivity, notes",Canâ€™t stop watching ðŸ˜‚,99253.8,Mid,Fall,2/28/2025,2025-02,Study With Me â€” Beginners,25,0,28,0.8,Oppo,Search,1,7fe3a260812a90b8ece46dac334b3b4d,109889,0.056166,0.001693,68.237,0.056165891,0.00367795,0.00470564
